2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  Training-Free Semantic Routing — PopQA v13          ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ║  2 PRE × 4 POST = 8 runs (Query Exp. + Caching)      ║
2026-05-16T20:58:20 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:20 [WARNING ] PopQA_v13: The JSON file contains 1273 queries, fewer than the 1500 requested in CONFIG. Proceeding with all available queries.
2026-05-16T20:58:20 [INFO    ] PopQA_v13: Queries loaded for ablation: 1273
2026-05-16T20:58:20 [INFO    ] PopQA_v13: [FAISS] Loading: c:\Users\Utente\Desktop\Progetto_Routing_RAG\db_indexes\popqa_expanded.faiss
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [FAISS] 1527 vectors, dim=384
2026-05-16T20:58:24 [INFO    ] PopQA_v13: [LLM] Loading (logits_all=True, gpu_layers=26)...
2026-05-16T20:58:29 [INFO    ] PopQA_v13: [LLM] Ready.
2026-05-16T20:58:29 [INFO    ] PopQA_v13: Router v13: 2 PRE × 4 POST = 8 total runs
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╔══════════════════════════════════════════════════════╗
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ║  PopQA Ablation v13:  8 run × 1273 query = 10184 total ║
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ╚══════════════════════════════════════════════════════╝
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   RUN  1/8: Always_Retrieve × Always_FAISS
2026-05-16T20:58:29 [INFO    ] PopQA_v13: ────────────────────────────────────────────────────────────
2026-05-16T20:58:29 [INFO    ] PopQA_v13:   [   1/10184 |  0.0%] [low|pop=     44] What is the religion of Angelo Maria Rivato?
2026-05-17T04:53:15 [INFO    ] PopQA_v13:   [4311/10184 | 42.3%] [hig|pop=   3387] Who was the producer of You Ain't Goin' Nowhere?
2026-05-17T04:53:26 [INFO    ] PopQA_v13:   [4312/10184 | 42.3%] [hig|pop=   4538] Who was the director of The Hour?
2026-05-17T04:53:30 [INFO    ] PopQA_v13:   [4313/10184 | 42.4%] [low|pop=     26] What is Sebaki Devi Das Tatma's occupation?
2026-05-17T04:53:36 [INFO    ] PopQA_v13:   [4314/10184 | 42.4%] [med|pop=    116] In what country is Day?
2026-05-17T04:53:41 [INFO    ] PopQA_v13:   [4315/10184 | 42.4%] [med|pop=    582] Who is the author of The Survivor?
2026-05-17T04:53:45 [INFO    ] PopQA_v13:   [4316/10184 | 42.4%] [med|pop=    664] Who was the screenwriter for The Apple?
2026-05-17T04:53:50 [INFO    ] PopQA_v13:   [4317/10184 | 42.4%] [hig|pop=  64054] Who was the screenwriter for WALL·E?
2026-05-17T04:53:59 [INFO    ] PopQA_v13:   [4318/10184 | 42.4%] [med|pop=    131] Who was the producer of Jane?
2026-05-17T04:54:09 [INFO    ] PopQA_v13:   [4319/10184 | 42.4%] [med|pop=    660] Who was the composer of Imagination?
2026-05-17T04:54:16 [INFO    ] PopQA_v13:   [4320/10184 | 42.4%] [low|pop=     73] Who was the director of A Rowboat Romance?
2026-05-17T04:54:21 [INFO    ] PopQA_v13:   [4321/10184 | 42.4%] [hig|pop=  14173] Who was the producer of The Grapes of Wrath?
2026-05-17T04:54:27 [INFO    ] PopQA_v13:   [4322/10184 | 42.4%] [hig|pop=  13217] What sport does Margarita Louis-Dreyfus play?
2026-05-17T04:54:34 [INFO    ] PopQA_v13:   [4323/10184 | 42.4%] [med|pop=    368] Who was the screenwriter for Face to Face?
2026-05-17T04:54:40 [INFO    ] PopQA_v13:   [4324/10184 | 42.5%] [low|pop=     92] What sport does FIBT World Championships 1939 play?
2026-05-17T04:54:46 [INFO    ] PopQA_v13:   [4325/10184 | 42.5%] [hig|pop= 134197] What is Budapest the capital of?
2026-05-17T04:54:55 [INFO    ] PopQA_v13:   [4326/10184 | 42.5%] [hig|pop=   6290] Who is the author of Enchiridion of Epictetus?
2026-05-17T04:55:02 [INFO    ] PopQA_v13:   [4327/10184 | 42.5%] [low|pop=     78] In what city was Frederick Mackenzie born?
2026-05-17T04:55:07 [INFO    ] PopQA_v13:   [4328/10184 | 42.5%] [med|pop=    249] What genre is Paris?
2026-05-17T04:55:14 [INFO    ] PopQA_v13:   [4329/10184 | 42.5%] [low|pop=     80] In what country is Tōhoku History Museum?
2026-05-17T04:55:20 [INFO    ] PopQA_v13:   [4330/10184 | 42.5%] [hig|pop=   1707] What is Bad Ems the capital of?
2026-05-17T04:55:26 [INFO    ] PopQA_v13:   [4331/10184 | 42.5%] [med|pop=    159] What genre is The Expert?
2026-05-17T04:55:32 [INFO    ] PopQA_v13:   [4332/10184 | 42.5%] [med|pop=    114] Who was the director of The Pocket-knife?
2026-05-17T04:55:39 [INFO    ] PopQA_v13:   [4333/10184 | 42.5%] [low|pop=     75] In what city was H. Hugh Bancroft born?
2026-05-17T04:55:44 [INFO    ] PopQA_v13:   [4334/10184 | 42.6%] [low|pop=     48] Who is the father of Bert Bertrand?
2026-05-17T04:55:50 [INFO    ] PopQA_v13:   [4335/10184 | 42.6%] [low|pop=     96] In what city was Emmanuel Biron born?
2026-05-17T04:55:56 [INFO    ] PopQA_v13:   [4336/10184 | 42.6%] [hig|pop=   1549] Who was the composer of Around and Around?
2026-05-17T04:56:03 [INFO    ] PopQA_v13:   [4337/10184 | 42.6%] [low|pop=     25] In what country is Wir, Masovian Voivodeship?
2026-05-17T04:56:10 [INFO    ] PopQA_v13:   [4338/10184 | 42.6%] [med|pop=    931] Who was the director of Moss?
2026-05-17T04:56:16 [INFO    ] PopQA_v13:   [4339/10184 | 42.6%] [low|pop=     73] In what city was Tony Shields born?
2026-05-17T04:56:24 [INFO    ] PopQA_v13:   [4340/10184 | 42.6%] [low|pop=     32] In what country is Nowa Wieś Reszelska?
2026-05-17T04:56:29 [INFO    ] PopQA_v13:   [4341/10184 | 42.6%] [low|pop=     65] What is Bridie O'Flaherty's occupation?
2026-05-17T04:56:36 [INFO    ] PopQA_v13:   [4342/10184 | 42.6%] [low|pop=     83] What is Arafan Camara's occupation?
2026-05-17T04:56:43 [INFO    ] PopQA_v13:   [4343/10184 | 42.6%] [hig|pop=   1678] In what city was Francisco Fernández de la Cueva, 10th 
2026-05-17T04:56:50 [INFO    ] PopQA_v13:   [4344/10184 | 42.7%] [low|pop=     47] In what country is Iron River (CDP), Wisconsin?
2026-05-17T04:56:58 [INFO    ] PopQA_v13:   [4345/10184 | 42.7%] [med|pop=    626] Who was the composer of The Carter?
2026-05-17T04:57:05 [INFO    ] PopQA_v13:   [4346/10184 | 42.7%] [med|pop=    303] In what city was Nelson Vargas born?
2026-05-17T04:57:09 [INFO    ] PopQA_v13:   [4347/10184 | 42.7%] [low|pop=     96] In what city was Maurice Reymond de Broutelles born?
2026-05-17T04:57:14 [INFO    ] PopQA_v13:   [4348/10184 | 42.7%] [low|pop=     61] In what country is Cos?
2026-05-17T04:57:21 [INFO    ] PopQA_v13:   [4349/10184 | 42.7%] [med|pop=    403] What sport does Wembley Lions play?
2026-05-17T04:57:27 [INFO    ] PopQA_v13:   [4350/10184 | 42.7%] [low|pop=     16] Who was the screenwriter for Pilot?
2026-05-17T04:57:32 [INFO    ] PopQA_v13:   [4351/10184 | 42.7%] [low|pop=      5] Who was the screenwriter for Pilot?
2026-05-17T04:57:32 [INFO    ] PopQA_v13:   [4352/10184 | 42.7%] [low|pop=     74] Who is the author of Gowie Corby Plays Chicken?
2026-05-17T04:57:37 [INFO    ] PopQA_v13:   [4353/10184 | 42.7%] [low|pop=     97] Who is the author of Dirt?
2026-05-17T04:57:46 [INFO    ] PopQA_v13:   [4354/10184 | 42.8%] [med|pop=    873] Who is the author of Best Friends?
2026-05-17T04:57:57 [INFO    ] PopQA_v13:   [4355/10184 | 42.8%] [low|pop=     92] Who is the author of Sin?
2026-05-17T04:58:04 [INFO    ] PopQA_v13:   [4356/10184 | 42.8%] [hig|pop=  51577] Who was the screenwriter for Noah?
2026-05-17T04:58:09 [INFO    ] PopQA_v13:   [4357/10184 | 42.8%] [med|pop=    203] Who was the producer of Amore e non amore?
2026-05-17T04:58:16 [INFO    ] PopQA_v13:   [4358/10184 | 42.8%] [low|pop=     73] Who was the director of The Physician?
2026-05-17T04:58:22 [INFO    ] PopQA_v13:   [4359/10184 | 42.8%] [hig|pop=   1297] Who was the producer of Queen Kelly?
2026-05-17T04:58:31 [INFO    ] PopQA_v13:   [4360/10184 | 42.8%] [low|pop=     71] Who was the director of The Photo?
2026-05-17T04:58:35 [INFO    ] PopQA_v13:   [4361/10184 | 42.8%] [low|pop=     58] Who is the author of Stand By Your Screen?
2026-05-17T04:58:40 [INFO    ] PopQA_v13:   [4362/10184 | 42.8%] [hig|pop=   5986] Who was the director of The Driver?
2026-05-17T04:58:48 [INFO    ] PopQA_v13:   [4363/10184 | 42.8%] [hig|pop=  11127] What is G.E.M.'s occupation?
2026-05-17T04:58:54 [INFO    ] PopQA_v13:   [4364/10184 | 42.9%] [med|pop=    119] Who was the director of The Pioneers?
2026-05-17T04:58:58 [INFO    ] PopQA_v13:   [4365/10184 | 42.9%] [hig|pop=  85602] Who is the father of Bertrand Russell?
2026-05-17T04:59:03 [INFO    ] PopQA_v13:   [4366/10184 | 42.9%] [low|pop=     54] Who is the author of Darkvision?
2026-05-17T04:59:08 [INFO    ] PopQA_v13:   [4367/10184 | 42.9%] [low|pop=     52] In what city was Scott McCuaig born?
2026-05-17T04:59:15 [INFO    ] PopQA_v13:   [4368/10184 | 42.9%] [low|pop=     54] What sport does Ali Sami Yachir play?
2026-05-17T04:59:20 [INFO    ] PopQA_v13:   [4369/10184 | 42.9%] [hig|pop=   3832] Who was the screenwriter for The Island?
2026-05-17T04:59:25 [INFO    ] PopQA_v13:   [4370/10184 | 42.9%] [med|pop=    533] Who is the author of Things That Are?
2026-05-17T04:59:28 [INFO    ] PopQA_v13:   [4371/10184 | 42.9%] [low|pop=     72] In what city was Christos Mitsis born?
2026-05-17T04:59:33 [INFO    ] PopQA_v13:   [4372/10184 | 42.9%] [hig|pop=   5445] Who was the producer of Doctor Who theme music?
2026-05-17T04:59:42 [INFO    ] PopQA_v13:   [4373/10184 | 42.9%] [low|pop=     67] Who was the composer of Hello?
2026-05-17T04:59:48 [INFO    ] PopQA_v13:   [4374/10184 | 42.9%] [low|pop=     45] What sport does Saša Janić play?
2026-05-17T04:59:54 [INFO    ] PopQA_v13:   [4375/10184 | 43.0%] [med|pop=    389] Who was the screenwriter for The Gamble?
2026-05-17T05:00:00 [INFO    ] PopQA_v13:   [4376/10184 | 43.0%] [low|pop=     57] In what city was Franghískos Papamanólis born?
2026-05-17T05:00:04 [INFO    ] PopQA_v13:   [4377/10184 | 43.0%] [med|pop=    989] Who was the director of Anne?
2026-05-17T05:00:10 [INFO    ] PopQA_v13:   [4378/10184 | 43.0%] [hig|pop=  30321] Who was the producer of The Counselor?
2026-05-17T05:00:19 [INFO    ] PopQA_v13:   [4379/10184 | 43.0%] [med|pop=    275] What sport does Patricio Margetic play?
2026-05-17T05:00:22 [INFO    ] PopQA_v13:   [4380/10184 | 43.0%] [low|pop=     70] Who is the author of Robots?
2026-05-17T05:00:32 [INFO    ] PopQA_v13:   [4381/10184 | 43.0%] [hig|pop=  79684] Who was the screenwriter for The Birds?
2026-05-17T05:00:39 [INFO    ] PopQA_v13:   [4382/10184 | 43.0%] [med|pop=    393] Who was the producer of Pas de deux?
2026-05-17T05:00:46 [INFO    ] PopQA_v13:   [4383/10184 | 43.0%] [hig|pop=  28617] Who is the father of Prince Nikolai of Denmark?
2026-05-17T05:00:56 [INFO    ] PopQA_v13:   [4384/10184 | 43.0%] [low|pop=     75] What genre is The Song of the Suburbs?
2026-05-17T05:01:06 [INFO    ] PopQA_v13:   [4385/10184 | 43.1%] [med|pop=    480] In what country is Crestwood?
2026-05-17T05:01:12 [INFO    ] PopQA_v13:   [4386/10184 | 43.1%] [hig|pop=   7432] Who was the screenwriter for The Corporation?
2026-05-17T05:01:17 [INFO    ] PopQA_v13:   [4387/10184 | 43.1%] [hig|pop=   3371] In what country is union council of Bangladesh?
2026-05-17T05:01:24 [INFO    ] PopQA_v13:   [4388/10184 | 43.1%] [med|pop=    133] What is Duilio Forte's occupation?
2026-05-17T05:01:30 [INFO    ] PopQA_v13:   [4389/10184 | 43.1%] [low|pop=     81] In what city was Dale Polley born?
2026-05-17T05:01:36 [INFO    ] PopQA_v13:   [4390/10184 | 43.1%] [hig|pop=   1934] Who was the director of Three of a Kind?
2026-05-17T05:01:45 [INFO    ] PopQA_v13:   [4391/10184 | 43.1%] [hig|pop=  26363] Who was the composer of The Judge?
2026-05-17T05:01:53 [INFO    ] PopQA_v13:   [4392/10184 | 43.1%] [med|pop=    360] Who was the director of The Turning Point?
2026-05-17T05:02:00 [INFO    ] PopQA_v13:   [4393/10184 | 43.1%] [med|pop=    223] Who was the screenwriter for For Sale?
2026-05-17T05:02:03 [INFO    ] PopQA_v13:   [4394/10184 | 43.1%] [low|pop=     41] In what country is Veliko Korenovo?
2026-05-17T05:02:08 [INFO    ] PopQA_v13:   [4395/10184 | 43.2%] [hig|pop=   1074] What genre is Cherry?
2026-05-17T05:02:13 [INFO    ] PopQA_v13:   [4396/10184 | 43.2%] [hig|pop=  19722] Who was the producer of The Joy Luck Club?
2026-05-17T05:02:20 [INFO    ] PopQA_v13:   [4397/10184 | 43.2%] [low|pop=     50] In what city was Mikael Eriksson born?
2026-05-17T05:02:25 [INFO    ] PopQA_v13:   [4398/10184 | 43.2%] [hig|pop=  43433] Who was the producer of Happy Gilmore?
2026-05-17T05:02:34 [INFO    ] PopQA_v13:   [4399/10184 | 43.2%] [hig|pop=   2945] Who is the author of Saint Seiya: Next Dimension?
2026-05-17T05:02:42 [INFO    ] PopQA_v13:   [4400/10184 | 43.2%] [med|pop=    261] In what country is Melbourne?
2026-05-17T05:02:48 [INFO    ] PopQA_v13:   [4401/10184 | 43.2%] [low|pop=     74] In what city was Marie-Hélène Aubert born?
2026-05-17T05:02:52 [INFO    ] PopQA_v13:   [4402/10184 | 43.2%] [hig|pop=   1562] Who was the composer of Genius?
2026-05-17T05:02:59 [INFO    ] PopQA_v13:   [4403/10184 | 43.2%] [med|pop=    260] Who is the author of Born to Rock?
2026-05-17T05:03:08 [INFO    ] PopQA_v13:   [4404/10184 | 43.2%] [med|pop=    228] Who is the author of Palmetto Leaves?
2026-05-17T05:03:16 [INFO    ] PopQA_v13:   [4405/10184 | 43.3%] [med|pop=    296] Who was the screenwriter for Tears?
2026-05-17T05:03:21 [INFO    ] PopQA_v13:   [4406/10184 | 43.3%] [hig|pop=  94860] Who is the father of Alexander Graham Bell?
2026-05-17T05:03:28 [INFO    ] PopQA_v13:   [4407/10184 | 43.3%] [low|pop=     28] What sport does 1989–90 1. Slovenská národná hokejová l
2026-05-17T05:03:36 [INFO    ] PopQA_v13:   [4408/10184 | 43.3%] [hig|pop=   3257] What genre is Culture?
2026-05-17T05:03:42 [INFO    ] PopQA_v13:   [4409/10184 | 43.3%] [low|pop=     75] In what country is Sabiote?
2026-05-17T05:03:50 [INFO    ] PopQA_v13:   [4410/10184 | 43.3%] [med|pop=    596] Who is the author of Harvest?
2026-05-17T05:03:54 [INFO    ] PopQA_v13:   [4411/10184 | 43.3%] [hig|pop=   3652] Who was the director of Whitney?
2026-05-17T05:03:59 [INFO    ] PopQA_v13:   [4412/10184 | 43.3%] [hig|pop=  15047] Who was the producer of Voulez-Vous?
2026-05-17T05:04:08 [INFO    ] PopQA_v13:   [4413/10184 | 43.3%] [hig|pop=  54894] Who was the producer of Bee Movie?
2026-05-17T05:04:16 [INFO    ] PopQA_v13:   [4414/10184 | 43.3%] [med|pop=    895] What genre is Eats Everything?
2026-05-17T05:04:20 [INFO    ] PopQA_v13:   [4415/10184 | 43.4%] [hig|pop=   1444] Who was the screenwriter for The Square?
2026-05-17T05:04:25 [INFO    ] PopQA_v13:   [4416/10184 | 43.4%] [hig|pop=  12883] Who was the director of Nashville?
2026-05-17T05:04:28 [INFO    ] PopQA_v13:   [4417/10184 | 43.4%] [hig|pop=   3744] In what city was Diotima of Mantinea born?
2026-05-17T05:04:37 [INFO    ] PopQA_v13:   [4418/10184 | 43.4%] [low|pop=     97] Who was the director of Sold?
2026-05-17T05:04:42 [INFO    ] PopQA_v13:   [4419/10184 | 43.4%] [low|pop=     98] In what city was Alexandros Matsas born?
2026-05-17T05:04:51 [INFO    ] PopQA_v13:   [4420/10184 | 43.4%] [low|pop=     54] In what country is Footes?
2026-05-17T05:04:54 [INFO    ] PopQA_v13:   [4421/10184 | 43.4%] [med|pop=    294] What is Owando the capital of?
2026-05-17T05:05:03 [INFO    ] PopQA_v13:   [4422/10184 | 43.4%] [med|pop=    139] Who was the director of Compass?
2026-05-17T05:05:09 [INFO    ] PopQA_v13:   [4423/10184 | 43.4%] [med|pop=    318] What genre is The Off Season?
2026-05-17T05:05:14 [INFO    ] PopQA_v13:   [4424/10184 | 43.4%] [low|pop=     52] What genre is Operation Sabotage?
2026-05-17T05:05:22 [INFO    ] PopQA_v13:   [4425/10184 | 43.5%] [med|pop=    304] In what country is Belair National Park?
2026-05-17T05:05:30 [INFO    ] PopQA_v13:   [4426/10184 | 43.5%] [med|pop=    351] Who was the screenwriter for Chicago?
2026-05-17T05:05:35 [INFO    ] PopQA_v13:   [4427/10184 | 43.5%] [low|pop=     72] In what country is Arthur?
2026-05-17T05:05:40 [INFO    ] PopQA_v13:   [4428/10184 | 43.5%] [hig|pop=   1883] Who was the director of The Love Letter?
2026-05-17T05:05:45 [INFO    ] PopQA_v13:   [4429/10184 | 43.5%] [med|pop=    836] Who was the screenwriter for Pilot?
2026-05-17T05:05:50 [INFO    ] PopQA_v13:   [4430/10184 | 43.5%] [med|pop=    566] Who was the producer of The Pointer?
2026-05-17T05:05:56 [INFO    ] PopQA_v13:   [4431/10184 | 43.5%] [hig|pop=   8315] Who was the screenwriter for Michael Jackson's Ghosts?
2026-05-17T05:06:01 [INFO    ] PopQA_v13:   [4432/10184 | 43.5%] [hig|pop=   1082] Who was the director of Halloween?
2026-05-17T05:06:09 [INFO    ] PopQA_v13:   [4433/10184 | 43.5%] [med|pop=    540] Who was the director of White House?
2026-05-17T05:06:14 [INFO    ] PopQA_v13:   [4434/10184 | 43.5%] [low|pop=     78] In what city was David Granger born?
2026-05-17T05:06:19 [INFO    ] PopQA_v13:   [4435/10184 | 43.5%] [hig|pop=   2622] Who was the screenwriter for Fire?
2026-05-17T05:06:26 [INFO    ] PopQA_v13:   [4436/10184 | 43.6%] [med|pop=    236] In what city was Erik Pedersen born?
2026-05-17T05:06:30 [INFO    ] PopQA_v13:   [4437/10184 | 43.6%] [hig|pop=  76663] What is Brussels Capital Region the capital of?
2026-05-17T05:06:39 [INFO    ] PopQA_v13:   [4438/10184 | 43.6%] [med|pop=    876] What is Ava Deluca-Verley's occupation?
2026-05-17T05:06:46 [INFO    ] PopQA_v13:   [4439/10184 | 43.6%] [low|pop=     89] In what city was Szymon Kataszek born?
2026-05-17T05:06:52 [INFO    ] PopQA_v13:   [4440/10184 | 43.6%] [hig|pop= 129345] Who was the producer of 19?
2026-05-17T05:06:59 [INFO    ] PopQA_v13:   [4441/10184 | 43.6%] [low|pop=     28] Who was the screenwriter for Impossible?
2026-05-17T05:07:03 [INFO    ] PopQA_v13:   [4442/10184 | 43.6%] [low|pop=     80] Who was the director of Taxi at Midnight?
2026-05-17T05:07:10 [INFO    ] PopQA_v13:   [4443/10184 | 43.6%] [hig|pop=  11862] Who is the father of Aslaug?
2026-05-17T05:07:19 [INFO    ] PopQA_v13:   [4444/10184 | 43.6%] [hig|pop=   7535] What genre is Symbolic?
2026-05-17T05:07:27 [INFO    ] PopQA_v13:   [4445/10184 | 43.6%] [low|pop=     64] In what country is Genoa?
2026-05-17T05:07:34 [INFO    ] PopQA_v13:   [4446/10184 | 43.7%] [med|pop=    252] Who was the director of The Heart?
2026-05-17T05:07:41 [INFO    ] PopQA_v13:   [4447/10184 | 43.7%] [hig|pop=  11094] Who was the screenwriter for Julia?
2026-05-17T05:07:47 [INFO    ] PopQA_v13:   [4448/10184 | 43.7%] [hig|pop=   2330] Who was the director of Too Short a Season?
2026-05-17T05:07:53 [INFO    ] PopQA_v13:   [4449/10184 | 43.7%] [low|pop=     29] Who is the author of Saint?
2026-05-17T05:08:01 [INFO    ] PopQA_v13:   [4450/10184 | 43.7%] [hig|pop=   4177] Who was the producer of Conviction?
2026-05-17T05:08:06 [INFO    ] PopQA_v13:   [4451/10184 | 43.7%] [low|pop=     74] What sport does Lobos BUAP Premier play?
2026-05-17T05:08:10 [INFO    ] PopQA_v13:   [4452/10184 | 43.7%] [low|pop=     31] What sport does Radek Opršal play?
2026-05-17T05:08:15 [INFO    ] PopQA_v13:   [4453/10184 | 43.7%] [hig|pop=   5557] Who was the screenwriter for The Congress?
2026-05-17T05:08:20 [INFO    ] PopQA_v13:   [4454/10184 | 43.7%] [med|pop=    392] Who is the author of Fail-Safe Investing?
2026-05-17T05:08:26 [INFO    ] PopQA_v13:   [4455/10184 | 43.7%] [low|pop=     49] Who is the author of Lotte's Gift?
2026-05-17T05:08:32 [INFO    ] PopQA_v13:   [4456/10184 | 43.8%] [hig|pop=   3600] Who is the author of Kitchen?
2026-05-17T05:08:37 [INFO    ] PopQA_v13:   [4457/10184 | 43.8%] [med|pop=    863] Who was the director of Covert One: The Hades Factor?
2026-05-17T05:08:43 [INFO    ] PopQA_v13:   [4458/10184 | 43.8%] [med|pop=    112] Who is the author of Time of Your Life?
2026-05-17T05:08:49 [INFO    ] PopQA_v13:   [4459/10184 | 43.8%] [low|pop=     27] What sport does 1995 Cook Islands Round Cup play?
2026-05-17T05:08:57 [INFO    ] PopQA_v13:   [4460/10184 | 43.8%] [hig|pop=  36020] Who was the director of The Island?
2026-05-17T05:09:03 [INFO    ] PopQA_v13:   [4461/10184 | 43.8%] [low|pop=     48] Who was the director of The Day?
2026-05-17T05:09:11 [INFO    ] PopQA_v13:   [4462/10184 | 43.8%] [med|pop=    493] What genre is Far from Vietnam?
2026-05-17T05:09:17 [INFO    ] PopQA_v13:   [4463/10184 | 43.8%] [hig|pop=  83376] What is the capital of Benin?
2026-05-17T05:09:27 [INFO    ] PopQA_v13:   [4464/10184 | 43.8%] [low|pop=     27] In what country is Jeqjeq-e Pain?
2026-05-17T05:09:31 [INFO    ] PopQA_v13:   [4465/10184 | 43.8%] [med|pop=    141] Who is the author of M?
2026-05-17T05:09:35 [INFO    ] PopQA_v13:   [4466/10184 | 43.9%] [med|pop=    936] In what country is Mercer?
2026-05-17T05:09:40 [INFO    ] PopQA_v13:   [4467/10184 | 43.9%] [low|pop=     74] What is Jean-Marie-Victor Viel's occupation?
2026-05-17T05:09:47 [INFO    ] PopQA_v13:   [4468/10184 | 43.9%] [hig|pop=   3509] Who was the screenwriter for The Shout?
2026-05-17T05:09:53 [INFO    ] PopQA_v13:   [4469/10184 | 43.9%] [med|pop=    408] Who was the director of The Italian?
2026-05-17T05:09:58 [INFO    ] PopQA_v13:   [4470/10184 | 43.9%] [hig|pop=   1186] What is Ron Nyswaner's occupation?
2026-05-17T05:10:02 [INFO    ] PopQA_v13:   [4471/10184 | 43.9%] [low|pop=     98] What is Dmitriyev the capital of?
2026-05-17T05:10:11 [INFO    ] PopQA_v13:   [4472/10184 | 43.9%] [med|pop=    307] Who was the director of Il bandito dagli occhi azzurri?
2026-05-17T05:10:16 [INFO    ] PopQA_v13:   [4473/10184 | 43.9%] [hig|pop=   1541] Who is the author of Guns?
2026-05-17T05:10:23 [INFO    ] PopQA_v13:   [4474/10184 | 43.9%] [hig|pop=   1282] Who was the screenwriter for Midnight?
2026-05-17T05:10:31 [INFO    ] PopQA_v13:   [4475/10184 | 43.9%] [low|pop=     38] In what country is İnstitut?
2026-05-17T05:10:36 [INFO    ] PopQA_v13:   [4476/10184 | 44.0%] [low|pop=     66] What genre is Me and My Friend?
2026-05-17T05:10:43 [INFO    ] PopQA_v13:   [4477/10184 | 44.0%] [hig|pop=  16414] Who was the producer of Australia?
2026-05-17T05:10:49 [INFO    ] PopQA_v13:   [4478/10184 | 44.0%] [med|pop=    202] Who was the director of The White Land?
2026-05-17T05:10:55 [INFO    ] PopQA_v13:   [4479/10184 | 44.0%] [low|pop=     66] In what country is Pichlice?
2026-05-17T05:11:01 [INFO    ] PopQA_v13:   [4480/10184 | 44.0%] [med|pop=    192] In what country is Coin?
2026-05-17T05:11:11 [INFO    ] PopQA_v13:   [4481/10184 | 44.0%] [low|pop=     38] In what country is Weed?
2026-05-17T05:11:19 [INFO    ] PopQA_v13:   [4482/10184 | 44.0%] [med|pop=    930] In what country is Norfolk?
2026-05-17T05:11:26 [INFO    ] PopQA_v13:   [4483/10184 | 44.0%] [med|pop=    360] Who was the director of The Sixth?
2026-05-17T05:11:31 [INFO    ] PopQA_v13:   [4484/10184 | 44.0%] [med|pop=    105] Who was the director of What Every Woman Learns?
2026-05-17T05:11:36 [INFO    ] PopQA_v13:   [4485/10184 | 44.0%] [low|pop=     85] What genre is Reach?
2026-05-17T05:11:44 [INFO    ] PopQA_v13:   [4486/10184 | 44.0%] [med|pop=    583] What is Sırrı Süreyya Önder's occupation?
2026-05-17T05:11:51 [INFO    ] PopQA_v13:   [4487/10184 | 44.1%] [med|pop=    142] In what country is Magnolia Bible College?
2026-05-17T05:11:58 [INFO    ] PopQA_v13:   [4488/10184 | 44.1%] [med|pop=    912] Who was the screenwriter for Doore Doore Oru Koodu Koot
2026-05-17T05:12:07 [INFO    ] PopQA_v13:   [4489/10184 | 44.1%] [hig|pop=   2061] Who was the composer of Patience?
2026-05-17T05:12:13 [INFO    ] PopQA_v13:   [4490/10184 | 44.1%] [low|pop=     70] Who is the author of Villa Amalia?
